sampleID,sourceFile,sourceFolder,row,col,classFromFolder,classFromMat,rawPeakZ,rawPeakValue,manualLabel,labelText
1162,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0541_c0759_idx000127.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,541,759,valid_folder,valid,26,0.026473614,1,Good
1163,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0541_c0760_idx000128.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,541,760,valid_folder,valid,26,0.023774216,1,Good
1164,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0729_idx000129.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,729,valid_folder,valid,31,0.022872546,1,Good
1165,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0730_idx000130.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,730,valid_folder,valid,31,0.017917878,1,Good
1166,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0731_idx000131.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,731,valid_folder,valid,31,0.007231275,1,Good
1167,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0732_idx000132.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,732,valid_folder,valid,30,0.012796712,1,Good
1168,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0733_idx000133.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,733,valid_folder,valid,30,0.049921111,1,Good
1169,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0734_idx000134.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,734,valid_folder,valid,30,0.062913965,1,Good
1170,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0735_idx000135.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,735,valid_folder,valid,30,0.051313437,1,Good
1171,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0736_idx000136.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,736,valid_folder,valid,30,0.055701197,1,Good
1172,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0737_idx000137.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,737,valid_folder,valid,30,0.041354243,1,Good
1173,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0738_idx000138.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,738,valid_folder,valid,30,0.035486244,1,Good
1174,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0739_idx000139.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,739,valid_folder,valid,30,0.040060397,1,Good
1175,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0740_idx000140.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,740,valid_folder,valid,30,0.046535752,1,Good
1176,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0741_idx000141.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,741,valid_folder,valid,29,0.046772449,1,Good
1177,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0742_idx000142.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,742,valid_folder,valid,29,0.032902475,1,Good
1178,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0743_idx000143.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,743,valid_folder,valid,29,0.034088081,1,Good
1179,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0744_idx000144.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,744,valid_folder,valid,29,0.025030041,1,Good
1180,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0745_idx000145.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,745,valid_folder,valid,29,0.023389591,1,Good
1181,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0746_idx000146.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,746,valid_folder,valid,29,0.026410829,1,Good
1182,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0747_idx000147.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,747,valid_folder,valid,29,0.022552276,1,Good
1183,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0748_idx000148.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,748,valid_folder,valid,29,0.02144547,1,Good
1184,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0749_idx000149.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,749,valid_folder,valid,28,0.022816887,1,Good
1185,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0750_idx000150.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,750,valid_folder,valid,29,0.01169991,1,Good
1186,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0751_idx000151.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,751,valid_folder,valid,28,0.011979375,1,Good
1187,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0752_idx000152.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,752,valid_folder,valid,28,0.020333153,1,Good
1188,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0753_idx000153.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,753,valid_folder,valid,28,0.020165365,1,Good
1189,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0754_idx000154.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,754,valid_folder,valid,27,0.015072387,1,Good
1190,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0755_idx000155.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,755,valid_folder,valid,27,0.01563113,1,Good
1191,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0756_idx000156.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,756,valid_folder,valid,27,0.036470495,1,Good
1192,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0757_idx000157.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,757,valid_folder,valid,27,0.037406958,1,Good
1193,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0758_idx000158.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,758,valid_folder,valid,27,0.024348818,1,Good
1194,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0759_idx000159.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,759,valid_folder,valid,26,0.030742586,1,Good
1195,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0542_c0760_idx000160.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,542,760,valid_folder,valid,26,0.019213735,1,Good
1196,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0729_idx000161.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,729,valid_folder,valid,31,0.053122401,1,Good
1197,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0730_idx000162.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,730,valid_folder,valid,31,0.046874642,1,Good
1198,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0731_idx000163.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,731,valid_folder,valid,30,0.018169827,1,Good
1199,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0732_idx000164.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,732,valid_folder,valid,30,0.040819347,1,Good
1200,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0733_idx000165.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,733,valid_folder,valid,30,0.067779332,1,Good
1201,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0734_idx000166.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,734,valid_folder,valid,30,0.05901183,1,Good
1202,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0735_idx000167.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,735,valid_folder,valid,30,0.046828069,1,Good
1203,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0736_idx000168.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,736,valid_folder,valid,30,0.054816343,1,Good
1204,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0737_idx000169.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,737,valid_folder,valid,30,0.045673299,1,Good
1205,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0738_idx000170.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,738,valid_folder,valid,30,0.032406816,1,Good
1206,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0739_idx000171.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,739,valid_folder,valid,30,0.022230794,1,Good
1207,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0740_idx000172.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,740,valid_folder,valid,29,0.020455923,1,Good
1208,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0741_idx000173.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,741,valid_folder,valid,29,0.03031288,1,Good
1209,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0742_idx000174.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,742,valid_folder,valid,29,0.028040721,1,Good
1210,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0743_idx000175.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,743,valid_folder,valid,29,0.038438145,1,Good
1211,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0744_idx000176.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,744,valid_folder,valid,28,0.028255278,1,Good
1212,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0745_idx000177.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,745,valid_folder,valid,29,0.045658925,1,Good
1213,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0746_idx000178.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,746,valid_folder,valid,29,0.05918489,1,Good
1214,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0747_idx000179.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,747,valid_folder,valid,29,0.036053593,1,Good
1215,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0748_idx000180.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,748,valid_folder,valid,29,0.02299409,1,Good
1216,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0749_idx000181.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,749,valid_folder,valid,28,0.028698803,1,Good
1217,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0750_idx000182.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,750,valid_folder,valid,27,0.018762932,1,Good
1218,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0751_idx000183.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,751,valid_folder,valid,27,0.01900213,1,Good
1219,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0752_idx000184.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,752,valid_folder,valid,27,0.006749607,1,Good
1220,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0753_idx000185.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,753,valid_folder,valid,27,0.006299633,1,Good
1221,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0754_idx000186.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,754,valid_folder,valid,27,0.006043398,1,Good
1222,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0755_idx000187.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,755,valid_folder,valid,27,0.032990172,1,Good
1223,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0756_idx000188.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,756,valid_folder,valid,27,0.052495979,1,Good
1224,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0757_idx000189.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,757,valid_folder,valid,27,0.049421896,1,Good
1225,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0758_idx000190.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,758,valid_folder,valid,27,0.038706076,1,Good
1226,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0759_idx000191.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,759,valid_folder,valid,26,0.019023335,1,Good
1227,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0543_c0760_idx000192.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,543,760,valid_folder,valid,27,0.012463343,1,Good
1228,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0544_c0729_idx000193.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,544,729,valid_folder,valid,31,0.081756472,1,Good
1229,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0544_c0730_idx000194.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,544,730,valid_folder,valid,31,0.0749589,1,Good
1230,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0544_c0731_idx000195.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,544,731,valid_folder,valid,30,0.029000458,1,Good
1231,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0544_c0732_idx000196.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,544,732,valid_folder,valid,30,0.045090526,1,Good
1232,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0544_c0733_idx000197.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,544,733,valid_folder,valid,30,0.054352314,1,Good
1233,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0544_c0734_idx000198.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,544,734,valid_folder,valid,30,0.030096656,1,Good
1234,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0544_c0735_idx000199.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,544,735,valid_folder,valid,30,0.0350523,1,Good
1235,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0544_c0736_idx000200.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,544,736,valid_folder,valid,30,0.031998486,1,Good
1236,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0544_c0737_idx000201.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,544,737,valid_folder,valid,30,0.024793501,1,Good
1237,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0544_c0738_idx000202.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,544,738,valid_folder,valid,30,0.015827968,1,Good
