exportIndex,csvRow,sampleID,row,col,matCurveIndex,labelText,manualLabel,className,sourceFile,sourceFolder,classFromFolder,classFromMat,rawPeakZ,reconPeakZ,rawPeakValue,reconPeakValue,RMSE_raw_vs_recon,Corr_raw_vs_recon
814,847,847,80,630,849,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0080_c0630_idx000035.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,9.28915440405819,9.35062296432279,0.00132951601610424,0.000819456515104491,0.000109296187728495,0.843937515796784
815,852,852,81,618,855,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0081_c0618_idx000044.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,9.02052684293096,9.07121757184913,0.00186234712163718,0.000869353858228264,0.000147186300491143,0.783526022854036
816,853,853,81,619,856,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0081_c0619_idx000045.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,9.01282781079972,9.0905371392265,0.00127880495481197,0.000715145491201209,9.35275539158275e-05,0.829203576991496
817,863,863,83,620,867,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0083_c0620_idx000088.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,9.13362621683614,9.50935094088355,0.000967251282589666,0.000569360490381959,7.69611592890346e-05,0.837877055616156
818,865,865,83,630,869,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0083_c0630_idx000098.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,8.8772576999944,8.41551645215152,0.000984215259753347,0.000774192652193819,6.36541761158981e-05,0.931819050028884
819,869,869,84,623,875,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0084_c0623_idx000112.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,9.32438865051201,9.60829691807297,0.00162655559399715,0.000985883134077907,0.000122027839958242,0.868711098093468
820,872,872,84,631,878,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0084_c0631_idx000120.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,8.85967025897378,8.63846341305088,0.00116474082282479,0.00068313788474684,8.27467204000636e-05,0.8708750856069
821,874,874,84,635,881,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0084_c0635_idx000124.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,8.15276511895526,8.19367014579532,0.00210048584678768,0.00114445792635261,0.00015256742314944,0.855188678382043
822,886,886,85,634,895,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0085_c0634_idx000144.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,8.65491395429912,8.76455480469278,0.00105448882259539,0.000660745799593552,9.10901466908619e-05,0.820254612565715
823,887,887,85,635,896,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0085_c0635_idx000145.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,8.09458013224783,8.14404853988675,0.00104199617438268,0.000564418779674602,8.83305819675544e-05,0.784387036525247
824,888,888,85,636,897,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0085_c0636_idx000146.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,8.01593364274379,8.03278836037127,0.00186468446946597,0.000817914742407916,0.000162874262963314,0.746314280701532
825,896,896,86,632,906,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0086_c0632_idx000163.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,9.01921399438904,9.17498002632304,0.00137006262414907,0.000842816057680346,9.71218375425204e-05,0.876175490359016
826,897,897,86,633,907,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0086_c0633_idx000164.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,8.93816471134859,9.09818141706618,0.00146279329118661,0.000959965627543306,0.000105498472190528,0.890692050258268
827,902,902,87,617,912,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0087_c0617_idx000169.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,10.7299544655607,10.6476044442163,0.00310934139196905,0.00182590719813221,0.000214084728275066,0.893914090390927
828,905,905,87,627,916,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0087_c0627_idx000179.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,8.94153123548952,8.81619204577413,0.00181637902435805,0.000858528584765125,0.000147434353742365,0.768168494911213
829,909,909,87,634,920,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0087_c0634_idx000186.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,8.98613591956724,9.06669889277095,0.00141340764088695,0.000696902527083946,0.000113911579701427,0.79111051012114
830,926,926,89,624,938,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0089_c0624_idx000218.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,27.7794318617402,27.4256074378722,0.00117481957653486,0.00077180937207369,8.98398027786528e-05,0.874038789848045
831,958,958,90,636,970,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0090_c0636_idx000251.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,9.07367294709438,9.33461495960426,0.00147447743980514,0.000730215084961956,0.00011866305187838,0.7841512447217
832,975,975,91,635,987,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0091_c0635_idx000271.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,9.02159329577223,9.16426224299197,0.00221645543614612,0.00094132087597206,0.000186319386383426,0.738427949454862
833,978,978,92,620,990,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0092_c0620_idx000277.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,11.8111730555614,11.1604037149241,0.00132611725605811,0.000854372332597861,9.67858241326906e-05,0.902354378979848
834,986,986,92,635,998,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0092_c0635_idx000292.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,9.03594335307954,9.22084229087891,0.0022512709009619,0.00101166821293892,0.000181777868817921,0.77193274411253
835,988,988,93,618,1000,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0093_c0618_idx000296.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,10.8236710736711,10.8590750504709,0.000580013644263241,0.000360450992894373,4.34931656627239e-05,0.888153423854937
836,990,990,93,620,1002,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0093_c0620_idx000298.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,11.8836552444163,11.5688412642366,0.00158503204119334,0.000869270441441754,0.000118387110532412,0.866897173006262
837,1015,1015,95,632,1029,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0095_c0632_idx000352.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,10.918389906945,10.9546026944707,0.00131153689949225,0.000869246941102425,8.87630288129852e-05,0.921095238067072
838,1021,1021,96,618,1035,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0096_c0618_idx000359.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,12.0564624756237,12.5315199946401,0.000797824765816024,0.000479080135549555,6.11828676998786e-05,0.868363486136565
839,1022,1022,96,619,1036,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0096_c0619_idx000360.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,12.8684539967847,12.6477513602119,0.000886497530272389,0.000592401081087459,6.71165128347205e-05,0.892333551109795
840,1023,1023,96,628,1037,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0096_c0628_idx000369.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,11.9215965729989,11.7793256024143,0.00111786089206413,0.000739087860582554,7.96253810964184e-05,0.905543974313647
841,1024,1024,96,629,1038,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0096_c0629_idx000370.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,10.9539298057343,10.908283635056,0.00119359226859967,0.000667529492238113,8.88372629069045e-05,0.85655255133644
842,1025,1025,96,630,1039,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0096_c0630_idx000371.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,10.9407313149744,10.8456968678868,0.00161862074917845,0.000891067811572468,0.000110946793289093,0.874836595820586
843,1028,1028,96,637,1042,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat\curve_r0096_c0637_idx000378.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x617_y79_w21_h19_20260626_171804\02_invalid_raw_only\mat,valid_folder,invalid,27.6395384578052,27.7593796427767,0.00110182658341669,0.00078135034407179,7.38189852040762e-05,0.914030135586459
844,1036,1036,538,729,1050,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0729_idx000001.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,30.9607771785733,30.9420007378115,0.02256662642428,0.0121061026015768,0.0015520728952708,0.90292641928027
845,1037,1037,538,730,1051,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0730_idx000002.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,30.776357637232,30.7564694629326,0.0253508780987147,0.0141239974630133,0.00181517871226766,0.904578805369265
846,1038,1038,538,731,1052,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0731_idx000003.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,30.5985534613436,30.6746696211489,0.0178262705845657,0.0109887048843078,0.00126712583540484,0.921169022800158
847,1039,1039,538,732,1053,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0732_idx000004.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,30.7131213108391,30.6128809078696,0.0192422436003294,0.0110456110737853,0.00130713221558089,0.914436349433101
848,1040,1040,538,733,1054,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0733_idx000005.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,30.8129795125251,30.548795819319,0.0275238370024036,0.013928623034507,0.00198183505739292,0.878816459347121
849,1041,1041,538,734,1055,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0734_idx000006.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,30.6706935511373,30.362365225048,0.0301861863749943,0.0169969831706707,0.00212047374547111,0.905762485059346
850,1042,1042,538,735,1056,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0735_idx000007.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,30.1553234322086,30.1852323202204,0.0303171074078659,0.0160300332774066,0.00212036493708485,0.895052834247913
851,1043,1043,538,736,1057,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0736_idx000008.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,30.1327438092213,30.1880390041262,0.0575680411123152,0.0282260192454463,0.00424068621673729,0.870721107282978
852,1044,1044,538,737,1058,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0737_idx000009.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,30.1226308014421,30.1777803785211,0.0751486817447367,0.0358564901904884,0.00563236209727003,0.860923879907885
853,1045,1045,538,738,1059,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0738_idx000010.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,30.1607854782282,30.2113955645905,0.0569811523834283,0.0285073532569665,0.00422617017650067,0.874290144715781
854,1046,1046,538,739,1060,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0739_idx000011.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,30.1177080315583,30.064156671143,0.02840127304243,0.0157520628829306,0.0018629472699068,0.911743068569654
855,1047,1047,538,740,1061,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0740_idx000012.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,29.5909982875876,29.4758037912825,0.0158218334181839,0.0104391220583251,0.000929067571572087,0.951027990909102
856,1048,1048,538,741,1062,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0741_idx000013.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,29.0743851736632,29.1654773337273,0.00717476693754213,0.00467858521939599,0.00042682115979587,0.942613519981136
857,1049,1049,538,742,1063,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0742_idx000014.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,29.6783927257611,29.2416443607118,0.025433239439513,0.0160678215220779,0.00163338144200808,0.934391165009007
858,1050,1050,538,743,1064,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0743_idx000015.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,29.577289474989,29.4353240207231,0.0637642990783505,0.0374690747362948,0.00445660757638627,0.916852945656967
859,1051,1051,538,744,1065,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0744_idx000016.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,29.7240174739878,29.493873761941,0.0725276819494475,0.0402190137457916,0.00496539202858984,0.909622864658009
860,1052,1052,538,745,1066,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0745_idx000017.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,29.733619122246,29.5373513622662,0.0415433896905697,0.0228837037082313,0.00286321284733054,0.905956155895433
861,1053,1053,538,746,1067,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0746_idx000018.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,28.0678270657405,28.3012683429946,0.0125514997458785,0.00677807942176189,0.000792178401300217,0.910233506401812
862,1054,1054,538,747,1068,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0747_idx000019.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,28.3364618748292,28.4083739087645,0.0112203544709164,0.00676479565755631,0.000742553749153471,0.92463214417222
863,1055,1055,538,748,1069,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0748_idx000020.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,28.383870195029,28.2751687282547,0.0136360196068058,0.00837768547634636,0.000978181107798102,0.916401483701213
864,1056,1056,538,749,1070,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0749_idx000021.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,28.5683317962447,28.4208133654615,0.00799399340431393,0.00478095394772349,0.000546078110399745,0.917585936260195
865,1057,1057,538,750,1071,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0750_idx000022.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,28.6679777478812,28.3853275732604,0.00496795818025282,0.00293340444015686,0.000334222065266179,0.913862732758715
866,1058,1058,538,751,1072,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0751_idx000023.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,28.2238536102213,28.0936093566562,0.00920776274964731,0.00588044473673252,0.000634939195830228,0.926024834497062
867,1059,1059,538,752,1073,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0752_idx000024.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,27.9227074664512,27.9057415026636,0.0397148924084471,0.0235213495361966,0.00266361883755198,0.924428611902514
868,1060,1060,538,753,1074,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0753_idx000025.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,27.8132540265374,27.833624511316,0.0487181303303095,0.0302129758512557,0.00333129511824818,0.928809770522552
869,1061,1061,538,754,1075,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0754_idx000026.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,27.6484563020229,27.8067624292814,0.0336364664540505,0.0226034742965057,0.0023892209651867,0.933923372223339
870,1062,1062,538,755,1076,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0755_idx000027.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,27.4783233828597,27.7038215379651,0.0174356996187722,0.0113764420251525,0.00109979990327203,0.942680824568384
871,1063,1063,538,756,1077,Good,1,slightly degraded,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat\curve_r0538_c0756_idx000028.mat,D:\LSH\LSH\实验\聚焦信号分类实验\1\ROI_x729_y538_w32_h39_20260626_212915\01_valid_raw_and_ifft\mat,valid_folder,valid,27.9009542586329,27.7717109426619,0.00765525877439791,0.00556830968923584,0.00041376851285699,0.964963485871284
